,Gene-Identifier,X211WA,X076ER,X164MY,X331HA,X011DA,X349LE,X288BE,X296NY,X215HE,X092NO,X261EN,X223LI,X154AN,X111MA,X379BA,X035SI,X158KU,X121LE,X183AN,X031ER,X075DA,X136ER,X174HE,X018GU,X142SW,X086LI,X330IG,X172SA,X304VE,X259AB,X376FR,X166JO,X085RY,X040TH,X185NY,X045OL,X372LU,X309EV,X307EG,X087BU,X138BR,X327EN,X319AN,X112FR,X204FA,X188AH,X216AN,X178WA,X281BR,X029AN,X240SM,X225KA,X192LA,X231CA,X132VI,X119AN,X048SA,X318KI,X095NI,X019ER,X380MO,X246TA,X341UL,X243BE,X347JA,X196SA,X325OS,X345VI,X115LU,X157HA,X041LA,X242KR,X377DE,X210NI,X161JO,X374BR,X123ER,X170FA,X028JA,X298LA,X003WI,X036AR,X229LA,X101GL,X049SA,X285FL,X187OL,X202NI,X171SO,X069EK,X373LI,X283AN,X276EK,X258VE,X005JO,X122FO,X282WI,X350JO,X310WI,X297PE,X352AN,X160LU,X027JO,X214WI,X137TH,X284JE,X268AR,X057FR,X191SA,X176TH,X146HO,X360RI,X054BO,X084GE,X213BI,X059HO,X128SA,X024BJ,X264LA,X150JO,X074KA,X072TE,X056EN,X089HO,X262SP,X014ER,X249LU,X126AS,X371AS,X055SV,X081UL,X079JA,X365MA,X275WE,X015HE,X165AN,X221LU,X333SI,X218BE,X260LI,X382GU,X361NO,X113SO,X199PO,X351OL,X356AL,X206RI,X219WO,X117KO,X184LO,X125WA,X063PE,X052ZA,X010BJ,X244SO,X071AV,X342BL,X336MO,X026NA
390,210048_at,6.373032,6.167658,6.311132,6.08466,6.340432,6.426405,6.07358,6.426705,6.376225,6.119754,6.221779,5.530778,6.331226,6.055119,5.761771,6.026881,6.229859,6.725137,6.545939,6.245986,6.253476,5.620413,6.679002,6.391459,7.070226,6.123033,6.580489,6.518926,7.050944,6.256002,6.351159,6.207194,6.231959,6.593658,6.768237,6.622368,6.054437,6.301198,6.090317,6.552987,6.102975,6.845206,6.380368,6.099117,6.533087,6.406559,6.193566,6.484193,6.458853,7.250761,5.882748,6.242465,7.538954,6.372688,6.255584,6.837121,6.6117,6.308062,6.709431,6.146013,6.287435,6.250514,6.050645,6.518754,6.567631,6.3101,6.260447,6.401286,6.216187,6.430855,6.618346,6.781702,6.607728,6.095288,6.491456,6.043815,5.274176,7.000968,6.806763,5.930761,5.884254,6.544579,6.433827,6.503987,6.912555,6.826151,6.136959,5.997694,6.225893,6.797957,6.826675,6.118228,6.696515,7.065378,6.45337,6.437593,6.008557,6.909304,6.60165,6.767943,6.228951,6.351933,6.802689,6.710644,6.124074,6.043351,6.250161,5.966454,4.304164,6.055921,5.797816,6.788883,6.778827,6.758223,6.567618,6.072077,6.795336,6.714087,6.22857,6.278264,5.902796,6.173702,6.26062,6.499335,6.099962,6.550223,6.766908,5.959765,6.361574,6.644914,6.203894,5.869494,6.27683,6.353887,6.97977,6.314937,6.710127,6.728884,6.386504,6.222196,6.099359,6.06161,6.737682,6.562041,6.726472,6.784334,6.083438,6.461163,6.502847,6.693194,6.397241,6.725417,6.262045,6.694514,6.648955,6.329272,6.409245,6.894223,6.526845
391,208074_s_at,7.841179,8.008401,8.09323,8.210001,8.164281,8.158001,8.451837,8.717468,8.021674,7.84787,7.705035,7.438563,8.803534,8.302303,8.157605,7.889399,7.825155,8.000405,8.017207,8.274045,8.687163,8.068816,8.091271,7.890339,8.220062,7.880426,8.306167,8.558238,8.512841,8.284803,8.268548,8.28869,8.050046,8.842557,8.587055,9.1222,8.016986,7.929364,7.92852,8.20024,8.484741,8.348589,8.138242,7.636542,8.582558,8.497491,8.134525,8.123602,8.075943,9.119981,7.774499,8.079417,8.376056,8.32719,8.201476,8.268006,8.13744,8.277367,8.831394,8.968494,8.73036,8.250571,8.050655,7.986596,7.610686,8.297369,8.498412,7.966812,7.82721,7.779932,8.324377,8.273339,8.112479,8.069004,8.599097,8.535729,7.817613,9.070274,8.279676,7.724942,7.765158,8.346624,7.839845,8.469722,8.449425,8.622992,8.12707,7.967198,8.542416,8.44168,8.347649,8.539474,8.813424,8.491957,7.95367,8.152185,8.124627,8.594135,8.171942,8.403689,8.129644,7.872345,8.226727,8.492671,7.917398,7.767169,8.06994,8.559065,8.086478,8.141807,8.15738,8.785078,8.221057,8.144793,8.581789,7.936521,8.174678,8.243594,8.471081,8.946893,7.39188,8.965157,8.101775,8.448382,8.010805,8.265691,8.323888,8.36953,7.362349,8.476175,8.057313,8.185045,8.679567,7.980656,8.239974,7.937875,8.476892,7.635969,8.065393,7.93482,8.208513,8.24214,8.61015,7.88204,8.521904,8.773282,8.181597,7.566244,8.592708,8.275613,8.316576,7.977254,9.047312,8.878476,8.206189,8.932088,8.299819,9.153893,7.724788
392,223446_s_at,4.962408,6.516465,6.823491,4.847415,7.263799,6.338672,6.432374,6.926429,4.996556,6.305858,4.924813,4.527057,7.420581,6.28421,6.44098,6.550768,6.444241,6.588645,4.218531,5.946224,7.281265,6.724307,6.520215,4.586783,6.84758,5.654976,7.073763,6.524234,6.513074,6.769878,5.859039,5.443816,6.465744,5.076363,6.906648,6.813741,5.973927,5.840099,6.34135,6.864052,5.796476,7.335642,4.020324,5.787587,6.530674,7.522844,7.537807,7.465009,6.864267,6.633541,4.662613,6.642347,8.523208,6.096864,5.915833,6.391707,6.770287,6.296647,6.542173,7.172362,7.334704,6.985095,7.088738,6.531954,7.040044,5.804625,6.573127,3.731792,6.852767,6.589995,6.788254,5.527117,4.1676,6.343269,6.649219,6.506378,5.434343,7.27287,6.606996,5.797099,3.831641,5.927265,6.319483,5.888925,6.686724,7.306439,4.464315,6.588443,7.185377,3.487689,6.75655,6.182913,6.548493,7.361972,6.242058,6.433225,7.042313,6.556085,6.97978,6.308026,6.392808,5.917419,6.613936,6.978498,5.032639,6.847654,6.66451,6.78921,6.169327,6.790194,6.783337,6.59086,5.832278,7.287159,6.349557,4.273742,4.398298,6.389375,5.381446,6.226849,6.374307,6.840483,6.850578,6.321196,5.216207,6.007511,6.687131,6.539013,5.47658,6.317052,5.618041,6.900619,6.150583,7.288279,6.282697,6.001377,6.690464,6.99526,7.025469,6.863739,6.570362,4.556646,6.651088,6.520418,6.440017,6.858048,4.161532,6.415785,6.738177,6.542903,6.853219,5.778053,6.459971,6.624181,6.533762,5.845974,6.51098,7.310625,5.370512
393,205529_s_at,6.935598,6.680939,6.554647,6.287009,6.241784,7.538989,7.113829,6.079906,6.957482,7.639772,6.869596,6.554457,6.081824,6.561846,6.861749,7.000481,7.435083,7.260725,6.603803,6.481615,6.363177,7.940107,7.337651,6.468214,6.460586,7.529224,7.540748,6.710639,6.808946,7.133313,6.217092,7.12301,7.538106,6.708969,6.253916,6.406011,6.880892,6.971446,8.364073,7.291928,6.885692,6.335316,6.634154,7.266741,6.738058,7.193063,6.775128,6.288247,7.298604,5.86843,7.577447,7.344989,6.258845,7.946289,7.299273,6.358491,6.802024,6.672664,7.20837,6.450174,6.834951,6.355135,7.161025,7.409158,6.771692,7.649892,6.915081,7.986924,6.68395,7.460452,6.620564,6.650748,7.558692,7.684542,6.868189,7.688544,7.827725,6.163823,6.102698,7.310835,6.814674,6.320246,6.86945,6.489107,6.091061,5.965852,7.137113,7.749006,6.024991,5.434273,6.683574,6.793628,6.048111,5.831392,7.011755,6.611618,6.312993,7.045434,6.754876,6.741321,7.577561,6.711997,6.704133,6.749817,7.437111,7.879682,6.576155,6.497729,6.844203,8.456359,7.368752,6.534984,6.796169,5.39966,6.069212,7.505548,6.021881,6.758901,6.919187,6.436795,7.47928,6.615559,7.462908,6.692709,7.371681,6.604931,6.096719,7.30724,6.014047,6.706895,7.798454,7.246366,6.525047,6.297575,6.663861,8.210874,7.065276,6.801027,7.085545,6.776897,6.858966,6.747326,6.43024,7.446138,6.435898,6.962002,7.713716,7.875604,6.483272,7.31558,6.497942,6.924474,5.842891,6.499078,6.389448,6.345957,6.702434,5.832536,6.4456
394,201252_at,6.798702,7.336085,7.06398,7.949725,7.291008,6.85539,6.794154,7.842852,6.466648,6.879767,6.524279,6.941317,7.916253,6.826758,7.28986,6.757728,6.444187,7.078546,7.236253,6.951067,7.12912,6.829316,7.457826,6.433844,7.359781,6.912164,7.238492,7.592077,7.237193,7.216313,7.632873,7.453177,6.960958,7.240534,8.138905,7.725142,7.294962,6.496391,6.578762,7.194097,6.967755,7.497435,7.496414,6.509324,7.240812,7.21163,6.862676,7.127584,7.244256,7.907996,6.985826,7.068284,8.774396,6.686911,6.083327,7.530763,7.470197,7.200448,7.585175,8.522485,7.682931,7.161482,7.042871,7.193618,6.797614,7.358698,7.447702,7.69688,6.802285,7.393895,7.429012,7.172456,6.453026,6.340449,7.486432,7.30618,7.280946,8.264898,7.357973,6.714045,6.91248,7.384375,7.043813,7.25769,7.888224,7.497534,7.637313,6.81696,8.517599,7.896739,7.580474,7.505794,8.060038,7.859455,7.00263,7.056695,6.923968,8.054135,7.304871,8.219483,7.043634,7.169463,7.582332,6.738638,6.941957,7.016831,7.452149,6.792832,6.833466,6.427343,7.355551,7.876146,7.574698,7.631284,7.367853,7.041103,8.061645,6.680713,7.276303,7.615477,5.742357,7.956335,6.757917,7.695923,7.493324,7.267387,7.10134,7.099649,6.921968,7.178429,6.918842,7.317376,7.433977,7.021443,7.448441,6.985826,7.767439,6.985381,6.852459,6.94161,7.330123,6.602436,7.50848,6.89804,7.609971,7.851087,6.931,6.145747,7.663912,7.549521,7.15597,6.79181,7.677963,7.842244,6.465374,6.892752,7.536836,7.771787,7.040745
395,212698_s_at,8.251647,8.170214,8.038388,7.56223,7.532297,7.68993,8.005601,7.456482,7.326551,8.144073,8.124901,7.449954,7.629575,8.081505,8.930098,7.91853,8.1403,8.176002,8.587563,7.901427,7.056199,8.034022,7.795756,7.958146,7.659608,8.247668,7.676732,7.9642,8.260457,8.469983,7.491498,8.247845,8.176722,7.619994,7.564917,7.492359,7.742538,8.143923,8.106753,8.248741,7.714427,7.668414,8.192686,7.833927,7.977969,8.292273,7.294761,8.318788,7.925653,7.591483,8.205409,8.192475,7.693263,8.162346,8.089078,8.388336,7.917445,8.400838,8.403492,8.037081,7.839627,7.546332,7.218028,7.943326,7.827607,8.277487,7.898661,7.709995,7.530528,8.404886,7.912367,7.827784,8.681797,8.27928,7.442509,8.083248,8.41286,7.543778,8.500263,8.331536,8.652178,7.576122,7.997261,7.839469,8.009641,8.622647,8.011576,8.303151,7.679355,8.305268,7.528671,8.578852,8.294342,8.697803,7.962519,7.083945,8.066012,6.930472,8.102447,8.173203,8.536472,7.725624,7.945385,7.449521,7.910458,8.282695,8.128953,8.149055,7.657081,8.320222,7.998656,7.629452,7.947843,7.874506,8.004943,8.004032,7.884044,8.158402,7.979971,7.822623,8.542921,8.13053,8.290181,7.492546,8.264315,7.867351,8.080374,8.078316,8.478449,7.979787,7.678909,8.076564,8.0528,7.354296,8.042437,8.460861,8.11308,7.872355,8.209152,8.233272,7.529727,7.989388,7.77921,8.576588,7.438672,7.638182,8.087381,8.321041,8.210909,8.571773,7.948607,8.084132,7.408769,7.697154,7.544987,7.963777,7.348671,8.510972,7.874877
396,223034_s_at,9.701268,10.397328,9.735581,10.534074,10.74491,10.500161,10.032506,10.722456,10.066198,10.181537,9.711152,10.258852,10.266193,9.874522,10.45774,10.393175,9.675931,10.698528,9.866385,9.816911,10.21789,10.358129,10.224821,10.03256,10.569457,9.727732,10.979949,10.1097,10.435338,10.198566,10.417343,10.076388,10.247018,10.208796,10.562008,10.431945,9.944117,9.847005,9.858524,10.172842,10.3303,10.921102,10.119074,9.600161,9.97202,9.967325,10.063381,9.978705,9.991271,10.618021,9.573243,9.856465,10.94668,9.086356,9.491543,10.170189,10.471966,10.580324,10.005045,9.985832,10.772163,10.749401,10.145168,10.74069,10.358166,9.741183,10.144946,9.67299,10.043319,10.134346,10.368322,10.062998,9.933866,9.831598,10.577017,10.320811,10.73825,10.591035,9.989001,10.012434,9.829067,10.406147,10.484864,9.965828,10.493588,10.947693,10.238222,10.239832,11.183922,9.670093,9.911441,10.478203,10.314056,10.822101,10.350469,9.826791,10.326569,10.623817,10.295058,10.291427,9.75139,10.155774,10.548214,10.474281,9.350011,10.185155,10.264892,10.063649,9.823846,9.60684,10.014908,10.839228,10.158987,10.557844,9.287597,9.732675,10.661706,10.344239,10.667807,10.235493,9.818014,10.549023,9.988308,10.774903,10.357794,9.957555,10.362873,9.902987,10.202132,10.875842,9.859608,10.612386,10.55827,10.717479,10.290885,10.32964,10.751784,10.364925,9.846326,10.436966,9.890781,10.253501,10.560274,10.028612,10.098689,10.640426,10.355283,9.424628,9.412345,10.700272,10.210095,9.91853,10.334214,10.095418,10.191238,10.394302,10.996309,10.587841,9.953558
397,213175_s_at,8.810639,8.550916,8.200557,9.490016,8.456042,9.219037,8.213044,9.650265,8.572936,8.165272,7.960565,8.153431,9.047094,8.331391,8.223713,8.857841,7.685185,8.404604,8.896841,8.559402,9.371662,8.534386,8.950494,7.926693,8.888927,8.173532,9.00565,8.428086,8.572091,8.544572,9.07585,7.868033,8.014182,9.517204,8.5887,9.125509,8.204176,8.32362,8.173845,8.55121,9.03466,9.339979,8.61593,8.325311,8.728404,8.870601,8.984807,8.481791,8.873372,9.709265,8.367824,8.298853,9.641482,8.466539,8.266945,8.871013,8.730738,8.848684,8.619117,9.266753,9.193664,9.1706,9.046244,9.042115,9.223428,8.151068,8.690241,8.598019,9.027311,8.538203,8.889998,8.654142,7.880104,8.51067,8.828044,8.772163,8.639772,9.961369,8.650029,7.72089,7.821205,9.146799,8.444946,8.629592,9.395034,9.050737,8.649928,8.037868,9.217972,8.548867,8.999404,8.170276,9.171272,9.69073,8.663425,8.495391,8.431499,9.742813,8.742097,8.456141,8.408603,8.838485,8.872677,9.623331,7.913257,8.67273,8.528329,8.132668,8.490784,8.310446,7.912462,8.970728,8.722817,8.851343,8.58532,7.896926,9.059359,8.546574,9.071098,9.116478,8.191718,8.385836,8.518352,9.228788,8.451126,8.504291,8.732722,8.911119,8.175716,9.025919,8.38619,8.968314,8.669032,8.961933,8.351213,8.045852,8.697078,8.476462,8.44389,8.861586,9.380179,8.311276,9.476991,8.623372,9.284264,9.927855,8.784671,8.084368,9.430207,8.684276,8.777008,8.536232,9.413637,8.869861,9.040341,8.794115,9.29266,9.249355,8.123637
398,205661_s_at,6.733468,6.995842,6.977614,7.538246,7.186038,7.04262,6.531441,7.124644,6.959141,6.562499,6.731404,6.578226,7.399644,6.670508,6.803352,6.999826,6.518347,7.339495,6.766281,6.773528,7.039069,6.657831,7.039366,6.664355,6.954646,6.616984,6.941364,7.144809,6.932139,6.987876,7.224698,6.799646,6.750158,6.819773,7.216581,7.108858,7.249829,6.84811,6.851808,6.929159,6.600525,7.697399,6.871945,7.11165,6.824977,6.748586,6.865021,6.923728,6.898096,7.816909,6.964446,7.019082,7.744359,6.846729,6.482599,6.451835,6.791172,7.305568,6.893125,7.450891,7.22641,7.16337,7.109752,7.121297,7.622529,6.523962,6.679991,6.453086,7.172326,6.918013,7.152188,6.868894,6.455276,6.78237,7.489024,6.952707,6.805963,7.668873,6.584682,6.721968,6.247854,6.882339,7.117406,6.89687,6.82568,7.277594,7.217408,6.869875,7.258757,6.456724,6.673264,6.865781,7.290519,8.143911,6.907475,7.378708,6.5958,7.331051,7.05431,7.040784,6.526111,7.113112,7.086113,6.825522,6.356337,6.722975,7.017661,6.607588,7.016821,6.449244,6.804031,7.292506,7.159193,7.512416,6.921922,6.865585,7.281843,6.936006,7.174949,7.428548,6.701259,7.225389,6.936072,6.920505,6.797252,6.676526,7.239896,6.597756,6.336588,7.058875,6.379856,7.169064,6.851404,7.48122,7.077982,6.582689,6.545289,7.28469,6.949016,7.049093,6.943811,7.041543,7.372817,6.901784,7.405285,7.261771,6.639894,6.556889,6.941267,6.98565,7.291391,6.904493,6.978657,7.106747,7.337965,6.693159,6.854572,7.830977,6.957328
399,222368_at,7.705583,6.935879,7.06462,6.360605,7.246477,6.562301,7.418338,6.90424,7.50909,7.546919,7.482603,7.095385,6.054583,7.116454,7.256989,7.431237,7.438981,6.985673,7.182198,7.400527,6.721643,6.992247,7.133337,7.231783,6.923974,7.416575,6.695699,7.188923,7.614727,6.872872,6.982657,6.386717,7.309358,6.988048,7.078371,6.57337,7.054195,7.412802,7.695674,6.568837,7.401988,6.512163,6.998992,7.789027,6.614672,7.184991,6.649211,7.350789,7.113621,6.601415,7.496121,7.180476,5.219648,6.97005,7.983693,6.604266,6.546877,7.162895,6.644755,7.236682,6.625147,7.390878,7.251595,7.203232,7.890853,7.484573,7.097769,6.88465,7.199308,6.836919,7.084576,6.568146,6.895961,7.186982,7.103546,7.042285,7.120521,6.95486,7.178249,7.744614,7.117115,7.015809,7.659111,6.848969,6.1199,6.991221,6.530245,7.74056,7.403281,7.659946,7.358569,6.757162,7.406901,6.352376,7.567087,7.428694,6.863114,7.017366,7.026966,6.546005,6.394526,7.128342,6.805095,7.291821,7.232757,7.295717,6.685486,7.255471,6.780409,6.402054,7.028311,6.911336,6.834015,6.625138,6.546988,7.551254,7.139375,7.129087,7.01339,6.643939,7.419283,7.004529,6.779279,6.892698,6.420753,6.792028,6.444423,7.165184,6.706833,7.163534,7.726228,7.613263,6.95693,7.080309,6.638654,7.497191,7.357147,6.982361,6.892611,6.936568,6.978416,7.908601,6.791129,7.099978,6.556084,6.78775,6.818684,7.280956,6.213865,7.426117,6.644444,7.170692,7.139046,7.255589,6.334842,6.922015,7.142675,6.319117,7.276594
400,206049_at,7.287478,6.80745,7.551589,6.506764,6.624078,6.528359,7.013206,6.51236,7.170404,7.990307,7.430631,7.242627,6.933049,7.065982,7.381424,6.927397,7.370263,7.414559,7.160435,6.809854,6.806397,7.148915,7.566355,6.74371,7.021079,7.120689,7.190287,6.884052,6.455483,6.732857,6.974763,7.043242,7.457695,6.556352,6.877925,6.935647,7.019419,6.880954,7.792745,6.723057,6.795378,6.833346,6.606391,7.390054,6.852255,7.212141,6.773483,7.172865,6.870047,6.550319,8.081803,7.078283,6.504228,7.405444,6.870032,6.689228,6.790823,6.771089,6.684314,6.336608,6.465803,7.070202,6.693183,7.556072,7.41916,6.731601,6.741698,7.208271,7.138352,7.064534,7.211143,6.857171,7.546046,7.303005,6.882152,6.748588,7.246077,6.23845,6.861149,7.137615,6.763829,6.968502,7.698946,7.037754,5.92946,6.382842,6.728773,7.558502,7.157392,6.935298,6.517358,6.625244,6.681268,6.701732,7.478994,7.422301,6.122411,6.64739,6.875943,6.749367,7.997198,6.918974,7.337192,6.586283,7.425834,7.445037,6.370085,6.9904,7.583729,7.922703,6.726273,6.6846,6.919778,6.914996,7.201384,7.306196,6.55521,6.979912,7.169748,7.116036,7.45069,6.878945,7.189057,7.104607,7.468313,6.991422,6.626967,7.665658,6.979828,6.760846,7.596652,7.13222,6.383454,6.769072,6.637521,7.533014,5.959848,7.16916,6.889326,7.531661,7.464404,6.875376,6.789928,7.30188,6.925313,6.931834,7.404092,7.952297,6.427902,7.129157,6.865355,7.34951,6.675863,6.850869,6.785395,6.741639,6.852884,6.661092,6.522965
401,200708_at,8.166837,7.798869,7.858733,8.450329,8.954718,8.479421,8.132774,8.657852,7.819741,7.745031,7.834334,8.266756,8.680655,8.118015,8.838743,8.029841,8.044711,8.384182,8.240277,7.649265,9.154329,8.22584,7.791715,8.417461,8.330272,8.019825,8.104139,8.283257,8.235025,7.54337,8.597879,7.907373,8.173271,8.088352,9.606792,8.445638,8.069459,7.491716,7.554213,8.527798,8.993402,8.694879,7.839182,7.760193,7.795675,7.839531,8.481285,8.611981,7.830935,8.313091,7.779613,8.107236,8.349125,8.163809,8.150036,8.762196,8.199053,7.751932,8.774075,9.164455,8.506397,8.981294,7.65272,8.222836,7.424256,8.158416,8.2355,8.137301,7.741588,8.817595,8.499184,7.776019,8.100378,7.889761,8.276973,7.888233,7.77291,8.128021,8.34338,8.020081,7.564782,9.484911,7.940098,8.646906,9.45941,8.191616,8.137293,8.178479,8.655065,8.1098,8.037149,8.173579,8.272804,8.042945,8.051391,8.39466,8.102511,8.843165,8.386898,8.088545,8.332376,9.124003,8.031709,8.018441,7.85245,8.28673,7.634868,8.11529,8.264955,7.298363,7.619682,8.968162,8.059434,7.710435,7.934727,7.741984,8.418574,7.642213,7.989794,8.820854,7.674825,8.49557,8.208105,8.131213,7.907533,8.046265,8.453787,7.852368,8.693887,8.247575,7.936208,8.324457,9.147447,8.672692,8.280528,8.100838,8.50978,7.806556,7.53763,8.272438,7.962831,8.048634,8.557721,7.604979,8.419716,8.68959,8.310341,7.501351,8.31864,8.117468,7.990647,7.769419,8.902242,8.360991,8.591785,7.914527,8.335124,8.012486,7.653492
402,223516_s_at,8.600662,8.350676,8.681899,8.40162,8.775918,9.008908,8.78572,9.133889,8.50171,8.535348,8.035164,9.134263,9.047803,8.939191,8.909657,8.621832,8.184204,8.725579,8.613184,8.541225,9.394142,8.674906,8.505075,8.418027,9.163292,8.459372,8.946438,8.606055,9.095336,8.79276,8.371521,8.970057,8.528425,9.069504,9.326844,10.028984,9.042516,8.24598,8.471725,8.803292,8.751889,9.814033,8.926982,8.458012,8.941763,9.032552,8.677063,8.738478,8.665777,9.081791,8.485255,8.543965,8.898925,8.333783,8.586198,8.212902,9.433919,8.97066,9.020061,9.10649,9.103789,9.141263,9.112525,8.724222,8.707655,8.598969,9.15333,8.312243,8.415399,8.463972,8.921712,8.574669,8.814522,8.809373,8.997038,8.778954,8.445773,9.375045,8.772793,9.086579,8.790556,9.005023,8.94574,8.916481,8.618543,9.132877,8.989893,8.632094,9.814874,9.17973,8.62732,8.59034,9.316049,9.726404,9.087407,8.627931,8.909277,8.738941,8.994503,8.447635,8.953097,8.749451,9.006121,9.208983,8.351051,8.80745,8.162065,8.977792,8.57727,8.588554,8.761342,9.561157,9.579434,8.681664,8.99309,8.564702,9.489175,8.671226,9.013694,9.157459,8.370892,9.2309,8.519829,9.088098,8.523539,9.262099,9.023285,8.777258,8.44443,9.092726,8.089388,8.876455,9.210443,9.042165,8.879247,8.838077,8.844157,8.652304,8.576306,8.766337,8.94728,8.496252,8.979521,8.281474,9.24993,9.181653,8.722838,8.175635,8.375944,8.925808,8.76374,8.309894,9.031451,8.351863,8.921092,8.912779,9.335332,9.773184,8.52261
403,227419_x_at,6.337486,3.979196,7.52183,4.724979,4.256896,5.47719,6.877617,5.286711,7.477247,8.216834,5.342837,5.382432,4.412891,6.294483,6.895134,7.433367,7.827056,7.089994,3.612121,5.222004,4.408969,6.709325,7.713782,6.135067,4.47566,7.579083,7.475849,4.379025,5.669349,6.138799,3.969087,7.335391,7.301732,4.319717,4.964851,5.050265,5.151727,7.342847,7.769622,7.12651,5.134588,4.820075,6.449713,6.710908,5.266094,7.138544,4.437715,7.089838,7.384843,4.323993,8.410137,5.703889,5.016451,5.500931,4.371439,4.582806,5.222087,3.889773,4.672314,5.397008,5.298055,6.560543,6.757258,7.947722,5.243805,5.234572,3.730779,7.235352,6.25009,7.768725,6.893952,5.521843,7.898216,6.712605,5.394934,7.485451,7.632996,4.117046,4.456838,7.047029,5.33076,4.046069,7.133543,6.563187,5.296912,6.392332,4.006996,5.356272,4.287739,4.48582,4.525193,6.567345,4.352731,3.855414,7.690402,5.473653,6.855649,4.753259,6.484527,6.674426,7.265866,4.035353,5.431912,5.511562,6.842311,7.33353,5.530679,6.657724,5.026022,8.957557,6.656907,4.136151,4.568287,3.762761,4.942104,6.6317,4.783754,7.201122,7.025761,6.587152,8.470025,4.810047,7.30948,6.736764,8.263014,7.161986,4.567085,7.714379,4.381382,5.902414,7.987151,7.105647,5.016473,3.717829,4.036133,7.70653,6.903334,5.272268,5.098685,7.170999,5.169955,5.238819,3.618542,4.662646,5.345637,5.34542,6.952058,7.670626,4.755301,6.902862,6.976139,7.484368,4.693644,6.438075,6.643394,7.550231,5.628645,4.198487,5.701484
404,204444_at,5.197724,6.017008,5.175012,6.943518,6.507141,6.540698,6.251856,6.833893,5.783327,5.977335,4.730985,5.790187,6.132909,6.785388,6.15799,5.739566,5.893335,5.877481,6.179317,6.599855,6.635833,5.801952,5.900656,4.68823,6.893159,5.418958,6.370569,5.204342,6.762103,5.938365,6.407305,6.663599,5.880218,6.791162,6.282463,7.808556,6.737561,5.812556,5.59681,6.19122,6.817864,6.913699,6.351101,6.278534,5.560271,6.755687,7.102753,5.698664,6.070704,7.430065,5.774607,5.564083,6.603519,5.404948,6.216913,6.57649,6.543478,5.68931,6.472389,5.888839,6.264911,6.271206,7.283587,6.126154,6.926235,5.934896,7.017802,5.659374,6.770056,6.456741,6.238637,6.298759,6.342576,5.701759,6.417578,5.620702,4.489979,7.524134,5.832401,5.724936,6.933329,7.042781,5.949057,5.928304,6.202903,6.52738,7.01082,4.803377,6.722297,6.387364,7.029413,6.360939,6.605089,7.348771,6.137093,5.812104,6.687918,6.439693,6.034638,5.764877,5.859392,6.050256,5.980532,7.580415,5.161772,5.54544,6.345038,5.982134,5.365515,5.333272,5.411721,6.862822,6.569418,7.24778,5.06923,5.827092,7.071315,6.572359,6.126374,6.555135,5.062292,7.504122,5.733634,6.743157,5.732514,7.147887,6.149963,5.611089,7.363974,6.631984,6.128733,4.98526,6.933695,6.870926,6.898576,5.462926,6.648998,5.817571,6.135593,5.717027,7.034104,5.635755,7.50478,5.564183,6.337577,6.633983,6.34674,5.398028,6.531758,6.219636,6.338193,6.238306,5.989046,6.310312,6.578079,6.919578,6.591908,7.086832,5.818971
405,212266_s_at,9.268951,8.699971,8.841716,8.716867,8.370644,8.641242,8.596603,8.493907,8.32678,8.544216,9.015444,8.620021,8.888593,8.241762,8.709983,9.198749,9.241087,8.862381,8.509191,9.126343,8.669003,8.889745,8.743878,9.059839,8.099003,9.108056,8.57683,9.567746,9.013162,9.003655,8.468616,8.145368,8.463125,8.195843,8.749743,8.441589,8.181229,8.425261,9.08075,8.906137,8.70474,8.607879,8.39075,8.618746,8.761505,8.546954,8.552521,9.248833,9.020728,8.575993,9.096689,9.261704,8.380289,8.732929,8.725037,8.736001,8.254633,8.533605,8.781211,9.791286,8.424009,8.440903,8.486826,8.951485,8.486662,8.635477,8.434688,8.531866,7.780431,8.170172,9.089907,8.679368,8.695524,8.983125,8.434206,8.950967,8.996143,8.651562,8.882238,9.168864,8.512991,8.336174,8.742133,8.951141,8.95035,9.064185,8.285701,8.700972,8.829597,8.546899,8.131852,8.892228,8.714658,8.427346,8.841425,8.42317,8.682658,8.370081,8.569719,8.377411,9.247454,8.904676,8.173014,8.736736,8.887664,9.111613,8.844928,8.789,8.427753,8.517263,8.722244,8.432561,8.300352,9.199482,8.918397,8.96843,8.228638,9.220106,8.646388,7.951216,8.922893,8.502495,9.090082,8.786263,8.733389,8.187928,8.758031,8.857886,8.477383,8.483972,8.206522,8.815553,8.559434,8.736117,8.203316,8.995847,8.802028,8.80988,9.015497,8.64997,8.628113,8.279708,8.680723,8.795709,8.661807,8.367697,8.314429,8.85272,8.551565,8.669193,8.896148,8.868766,8.573895,8.81746,8.234879,8.721217,8.847768,8.375051,8.641762
